"x","y","text","color"
"-8.35808233867752e-05","0.4445726571616937","x: -0.00<br>y: 0.44<br>z: 12","12.0"
"-8.35808233867752e-05","0.8771592048713507","x: -0.00<br>y: 0.88<br>z: 8","8.0"
"-8.35808233867752e-05","1.309745752581008","x: -0.00<br>y: 1.31<br>z: 6","6.0"
"-8.35808233867752e-05","1.7423323002906652","x: -0.00<br>y: 1.74<br>z: 23","23.0"
"-8.35808233867752e-05","2.1749188480003223","x: -0.00<br>y: 2.17<br>z: 36","36.0"
"-8.35808233867752e-05","2.607505395709979","x: -0.00<br>y: 2.61<br>z: 57","57.0"
"-8.35808233867752e-05","3.0400919434196374","x: -0.00<br>y: 3.04<br>z: 28","28.0"
"-8.35808233867752e-05","3.4726784911292934","x: -0.00<br>y: 3.47<br>z: 18","18.0"
"-8.35808233867752e-05","3.905265038838951","x: -0.00<br>y: 3.91<br>z: 1","1.0"
"-8.35808233867752e-05","4.3378515865486085","x: -0.00<br>y: 4.34<br>z: 1","1.0"
"0.14809352498105713","0.01198610945203637","x: 0.15<br>y: 0.01<br>z: 11","11.0"
"0.14809352498105713","0.4445726571616937","x: 0.15<br>y: 0.44<br>z: 77","77.0"
"0.14809352498105713","0.8771592048713507","x: 0.15<br>y: 0.88<br>z: 27","27.0"
"0.14809352498105713","1.309745752581008","x: 0.15<br>y: 1.31<br>z: 12","12.0"
"0.14809352498105713","1.7423323002906652","x: 0.15<br>y: 1.74<br>z: 36","36.0"
"0.14809352498105713","2.1749188480003223","x: 0.15<br>y: 2.17<br>z: 51","51.0"
"0.14809352498105713","2.607505395709979","x: 0.15<br>y: 2.61<br>z: 48","48.0"
"0.14809352498105713","3.0400919434196374","x: 0.15<br>y: 3.04<br>z: 34","34.0"
"0.14809352498105713","3.4726784911292934","x: 0.15<br>y: 3.47<br>z: 9","9.0"
"0.14809352498105713","3.905265038838951","x: 0.15<br>y: 3.91<br>z: 2","2.0"
"0.2962706307855007","0.01198610945203637","x: 0.30<br>y: 0.01<br>z: 31","31.0"
"0.2962706307855007","0.4445726571616937","x: 0.30<br>y: 0.44<br>z: 177","177.0"
"0.2962706307855007","0.8771592048713507","x: 0.30<br>y: 0.88<br>z: 56","56.0"
"0.2962706307855007","1.309745752581008","x: 0.30<br>y: 1.31<br>z: 29","29.0"
"0.2962706307855007","1.7423323002906652","x: 0.30<br>y: 1.74<br>z: 63","63.0"
"0.2962706307855007","2.1749188480003223","x: 0.30<br>y: 2.17<br>z: 93","93.0"
"0.2962706307855007","2.607505395709979","x: 0.30<br>y: 2.61<br>z: 74","74.0"
"0.2962706307855007","3.0400919434196374","x: 0.30<br>y: 3.04<br>z: 31","31.0"
"0.2962706307855007","3.4726784911292934","x: 0.30<br>y: 3.47<br>z: 8","8.0"
"0.2962706307855007","3.905265038838951","x: 0.30<br>y: 3.91<br>z: 1","1.0"
"0.2962706307855007","4.3378515865486085","x: 0.30<br>y: 4.34<br>z: 1","1.0"
"0.4444477365899444","0.01198610945203637","x: 0.44<br>y: 0.01<br>z: 63","63.0"
"0.4444477365899444","0.4445726571616937","x: 0.44<br>y: 0.44<br>z: 297","297.0"
"0.4444477365899444","0.8771592048713507","x: 0.44<br>y: 0.88<br>z: 136","136.0"
"0.4444477365899444","1.309745752581008","x: 0.44<br>y: 1.31<br>z: 50","50.0"
"0.4444477365899444","1.7423323002906652","x: 0.44<br>y: 1.74<br>z: 77","77.0"
"0.4444477365899444","2.1749188480003223","x: 0.44<br>y: 2.17<br>z: 112","112.0"
"0.4444477365899444","2.607505395709979","x: 0.44<br>y: 2.61<br>z: 80","80.0"
"0.4444477365899444","3.0400919434196374","x: 0.44<br>y: 3.04<br>z: 26","26.0"
"0.4444477365899444","3.4726784911292934","x: 0.44<br>y: 3.47<br>z: 6","6.0"
"0.5926248423943883","-0.4206004382576207","x: 0.59<br>y: -0.42<br>z: 1","1.0"
"0.5926248423943883","0.01198610945203637","x: 0.59<br>y: 0.01<br>z: 46","46.0"
"0.5926248423943883","0.4445726571616937","x: 0.59<br>y: 0.44<br>z: 328","328.0"
"0.5926248423943883","0.8771592048713507","x: 0.59<br>y: 0.88<br>z: 142","142.0"
"0.5926248423943883","1.309745752581008","x: 0.59<br>y: 1.31<br>z: 66","66.0"
"0.5926248423943883","1.7423323002906652","x: 0.59<br>y: 1.74<br>z: 110","110.0"
"0.5926248423943883","2.1749188480003223","x: 0.59<br>y: 2.17<br>z: 110","110.0"
"0.5926248423943883","2.607505395709979","x: 0.59<br>y: 2.61<br>z: 49","49.0"
"0.5926248423943883","3.0400919434196374","x: 0.59<br>y: 3.04<br>z: 12","12.0"
"0.5926248423943883","3.4726784911292934","x: 0.59<br>y: 3.47<br>z: 6","6.0"
"0.740801948198832","0.01198610945203637","x: 0.74<br>y: 0.01<br>z: 30","30.0"
"0.740801948198832","0.4445726571616937","x: 0.74<br>y: 0.44<br>z: 167","167.0"
"0.740801948198832","0.8771592048713507","x: 0.74<br>y: 0.88<br>z: 87","87.0"
"0.740801948198832","1.309745752581008","x: 0.74<br>y: 1.31<br>z: 79","79.0"
"0.740801948198832","1.7423323002906652","x: 0.74<br>y: 1.74<br>z: 123","123.0"
"0.740801948198832","2.1749188480003223","x: 0.74<br>y: 2.17<br>z: 77","77.0"
"0.740801948198832","2.607505395709979","x: 0.74<br>y: 2.61<br>z: 32","32.0"
"0.740801948198832","3.0400919434196374","x: 0.74<br>y: 3.04<br>z: 12","12.0"
"0.740801948198832","3.4726784911292934","x: 0.74<br>y: 3.47<br>z: 1","1.0"
"0.740801948198832","3.905265038838951","x: 0.74<br>y: 3.91<br>z: 1","1.0"
"0.740801948198832","4.3378515865486085","x: 0.74<br>y: 4.34<br>z: 1","1.0"
"0.8889790540032757","0.01198610945203637","x: 0.89<br>y: 0.01<br>z: 11","11.0"
"0.8889790540032757","0.4445726571616937","x: 0.89<br>y: 0.44<br>z: 66","66.0"
"0.8889790540032757","0.8771592048713507","x: 0.89<br>y: 0.88<br>z: 68","68.0"
"0.8889790540032757","1.309745752581008","x: 0.89<br>y: 1.31<br>z: 106","106.0"
"0.8889790540032757","1.7423323002906652","x: 0.89<br>y: 1.74<br>z: 96","96.0"
"0.8889790540032757","2.1749188480003223","x: 0.89<br>y: 2.17<br>z: 73","73.0"
"0.8889790540032757","2.607505395709979","x: 0.89<br>y: 2.61<br>z: 31","31.0"
"0.8889790540032757","3.0400919434196374","x: 0.89<br>y: 3.04<br>z: 4","4.0"
"1.0371561598077192","0.01198610945203637","x: 1.04<br>y: 0.01<br>z: 4","4.0"
"1.0371561598077192","0.4445726571616937","x: 1.04<br>y: 0.44<br>z: 28","28.0"
"1.0371561598077192","0.8771592048713507","x: 1.04<br>y: 0.88<br>z: 55","55.0"
"1.0371561598077192","1.309745752581008","x: 1.04<br>y: 1.31<br>z: 88","88.0"
"1.0371561598077192","1.7423323002906652","x: 1.04<br>y: 1.74<br>z: 80","80.0"
"1.0371561598077192","2.1749188480003223","x: 1.04<br>y: 2.17<br>z: 43","43.0"
"1.0371561598077192","2.607505395709979","x: 1.04<br>y: 2.61<br>z: 17","17.0"
"1.0371561598077192","3.0400919434196374","x: 1.04<br>y: 3.04<br>z: 3","3.0"
"1.1853332656121631","-0.4206004382576207","x: 1.19<br>y: -0.42<br>z: 2","2.0"
"1.1853332656121631","0.01198610945203637","x: 1.19<br>y: 0.01<br>z: 17","17.0"
"1.1853332656121631","0.4445726571616937","x: 1.19<br>y: 0.44<br>z: 29","29.0"
"1.1853332656121631","0.8771592048713507","x: 1.19<br>y: 0.88<br>z: 61","61.0"
"1.1853332656121631","1.309745752581008","x: 1.19<br>y: 1.31<br>z: 74","74.0"
"1.1853332656121631","1.7423323002906652","x: 1.19<br>y: 1.74<br>z: 40","40.0"
"1.1853332656121631","2.1749188480003223","x: 1.19<br>y: 2.17<br>z: 26","26.0"
"1.1853332656121631","2.607505395709979","x: 1.19<br>y: 2.61<br>z: 8","8.0"
"1.1853332656121631","3.4726784911292934","x: 1.19<br>y: 3.47<br>z: 1","1.0"
"1.333510371416607","-0.4206004382576207","x: 1.33<br>y: -0.42<br>z: 3","3.0"
"1.333510371416607","0.01198610945203637","x: 1.33<br>y: 0.01<br>z: 5","5.0"
"1.333510371416607","0.4445726571616937","x: 1.33<br>y: 0.44<br>z: 27","27.0"
"1.333510371416607","0.8771592048713507","x: 1.33<br>y: 0.88<br>z: 36","36.0"
"1.333510371416607","1.309745752581008","x: 1.33<br>y: 1.31<br>z: 57","57.0"
"1.333510371416607","1.7423323002906652","x: 1.33<br>y: 1.74<br>z: 30","30.0"
"1.333510371416607","2.1749188480003223","x: 1.33<br>y: 2.17<br>z: 14","14.0"
"1.333510371416607","2.607505395709979","x: 1.33<br>y: 2.61<br>z: 2","2.0"
"1.333510371416607","3.0400919434196374","x: 1.33<br>y: 3.04<br>z: 1","1.0"
"1.4816874772210509","-0.4206004382576207","x: 1.48<br>y: -0.42<br>z: 1","1.0"
"1.4816874772210509","0.01198610945203637","x: 1.48<br>y: 0.01<br>z: 8","8.0"
"1.4816874772210509","0.4445726571616937","x: 1.48<br>y: 0.44<br>z: 33","33.0"
